Date,Open,Close,COVID Case,COVID Death,Volume,Value
2012-04-18,0.103096,0.113405,0,0,112.34,35.22279
2012-04-19,0.10722,0.111343,0,0,112.34,35.22279
2012-04-20,0.103096,0.111343,0,0,112.34,35.22279
2012-04-23,0.109281,0.111343,0,0,112.34,35.22279
2012-04-24,0.101034,0.101034,0,0,112.34,35.22279
2012-04-25,0.109281,0.10722,0,0,112.34,35.22279
2012-04-26,0.103096,0.111343,0,0,112.34,35.22279
2012-04-27,0.103096,0.109281,0,0,112.34,35.22279
2012-04-30,0.103096,0.111343,0,0,112.34,35.22279
2012-05-02,0.103096,0.103096,0,0,112.34,35.22279
2012-05-03,0.111343,0.115467,0,0,112.34,35.22279
2012-05-04,0.115467,0.115467,0,0,112.34,35.22279
2012-05-07,0.109281,0.109281,0,0,112.34,35.22279
2012-05-08,0.111343,0.111343,0,0,112.34,35.22279
2012-05-09,0.109281,0.109281,0,0,112.34,35.22279
2012-05-10,0.109281,0.109281,0,0,112.34,35.22279
2012-05-11,0.10722,0.101034,0,0,112.34,35.22279
2012-05-14,0.101034,0.101034,0,0,112.34,35.22279
2012-05-15,0.10722,0.098972,0,0,112.34,35.22279
2012-05-16,0.098972,0.103096,0,0,112.34,35.22279
